0	0	
1	0	
2	0	
3	0	
4	0	
5	0	
6	0	
7	0	
8	0	
9	0	
10	0	
11	0	
12	0	
13	0	
14	0	
15	0	
16	0	
17	0	
18	0	
19	0	
20	0	
21	0	
22	0	
23	0	
24	0	
25	0	
26	0	
27	0	
28	0	
29	0	
30	0	
31	0	
32	0	
33	0	
34	0	
35	0	
36	0	
37	0	
38	0	
39	0	
40	0	
41	0	
42	0	
43	0	
44	0	
45	0	
46	0	
47	0	
48	0	
49	0	
50	0	
51	0	
52	0	
53	0	
54	0	
55	0	
56	0	
57	0	
58	0	
59	0	
60	0	
61	0	
62	0	
63	0	
64	0	
65	0	
66	0	
67	0	
68	0	
69	0	
70	0	
71	0	
72	0	
73	0	
74	0	
75	0	
76	0	
77	0	
78	0	
79	0	
80	0	
81	0	
82	0	
83	0	
84	0	
85	0	
86	0	
87	0	
88	0	
89	0	
90	0	
91	0	
92	0	
93	0	
94	0	
95	0	
96	0	
97	0	
98	0	
99	0	
100	0	
101	0	
102	0	
103	0	
104	0	
105	0	
106	0	
107	0	
108	0	
109	0	
110	0	
111	0	
112	0	
113	0	
114	0	
115	0	
116	0	
117	0	
118	0	
119	0	
120	0	
121	0	
122	0	
123	0	
124	0	
125	0	
126	0	
127	0	
128	0	
129	0	
130	0	
131	0	
132	0	
133	0	
134	0	
135	0	
136	0	
137	0	
138	0	
139	0	
140	0	
141	0	
142	0	
143	0	
144	0	
145	0	
146	0	
147	0	
148	0	
149	0	
150	0	
151	0	
152	0	
153	0	
154	0	
155	0	
156	0	
157	0	
158	0	
159	0	
160	0	
161	0	
162	0	
163	0	
164	0	
165	0	
166	0	
167	0	
168	0	
169	0	
170	0	
171	0	
172	0	
173	0	
174	0	
175	0	
176	0	
177	0	
178	0	
179	0	
180	0	
181	0	
182	0	
183	0	
184	0	
185	0	
186	0	
187	0	
188	0	
189	0	
190	0	
191	0	
192	0	
193	0	
194	0	
195	0	
196	0	
197	0	
198	0	
199	0	
200	0	
201	0	
202	0	
203	0	
204	0	
205	0	
206	0	
207	0	
208	0	
209	0	
210	0	
211	0	
212	0	
213	0	
214	0	
215	0	
216	0	
217	0	
218	0	
219	0	
220	0	
221	0	
222	0	
223	0	
224	0	
225	0	
226	0	
227	0	
228	1	
229	1	
230	13	
231	20	
232	158	
233	121	
234	502	
235	560	
236	1026	
237	954	
238	1322	
239	1359	
240	1845	
241	1831	
242	2378	
243	2436	
244	3291	
245	3271	
246	3611	
247	3615	
248	4236	
249	4091	
250	4365	
251	4155	
252	4709	
253	4634	
254	4941	
255	4924	
256	5365	
257	5424	
258	5549	
259	5498	
260	5980	
261	5979	
262	5919	
263	6027	
264	6306	
265	6327	
266	5956	
267	5944	
268	6207	
269	6119	
270	5697	
271	5639	
272	5659	
273	5747	
274	5314	
275	5260	
276	5335	
277	5149	
278	4971	
279	4876	
280	4958	
281	5021	
282	4627	
283	4707	
284	4904	
285	5024	
286	4825	
287	4738	
288	5007	
289	5022	
290	4955	
291	5035	
292	5312	
293	5324	
294	5078	
295	5172	
296	5579	
297	5432	
298	5168	
299	5459	
300	5537	
301	5491	
302	5315	
303	5483	
304	5520	
305	5471	
306	5256	
307	5301	
308	5420	
309	5329	
310	4992	
311	5116	
312	5309	
313	5140	
314	4902	
315	4834	
316	5004	
317	4902	
318	4691	
319	4689	
320	4915	
321	4870	
322	4543	
323	4646	
324	4805	
325	4696	
326	4674	
327	4669	
328	4651	
329	4826	
330	4522	
331	4558	
332	4781	
333	4793	
334	4550	
335	4607	
336	4840	
337	4802	
338	4521	
339	4564	
340	4905	
341	4756	
342	4456	
343	4530	
344	4640	
345	4822	
346	4495	
347	4447	
348	4614	
349	4546	
350	4354	
351	4397	
352	4480	
353	4525	
354	4338	
355	4313	
356	4459	
357	4405	
358	4236	
359	4260	
360	4302	
361	4301	
362	4106	
363	4054	
364	4202	
365	4247	
366	3988	
367	4017	
368	3951	
369	4048	
370	3841	
371	3930	
372	4046	
373	4078	
374	3809	
375	3807	
376	3933	
377	3937	
378	3748	
379	3793	
380	3799	
381	3946	
382	3651	
383	3690	
384	3697	
385	3751	
386	3551	
387	3659	
388	3749	
389	3755	
390	3577	
391	3593	
392	3731	
393	3747	
394	3534	
